['2', '0', 2, 7, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 7, 0, 0, 0, 0, 2, 8, 0, 3, 0, 0, 3, 2, 3, 2, 1, 0, 3, 0, 3, 0, 0, 2, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 10, 0, 3, 0, 2, 1, 0, 0, 2, 0, 0, 1, 5, 1, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0]]
['5', '2', 14, 17, [3, 7, 0, 0, 0, 0, 2, 8, 0, 3, 0, 0, 3, 2, 3, 2, 1, 0, 3, 0, 3, 0, 0, 2, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 10, 0, 3, 0, 2, 1, 0, 0, 2, 0, 0, 1, 5, 1, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0], [0, 4, 1, 0, 0, 0, 1, 9, 1, 7, 3, 0, 4, 5, 0, 6, 4, 0, 0, 1, 6, 0, 9, 2, 2, 5, 0, 0, 2, 0, 3, 0, 2, 4, 10, 0, 2, 0, 2, 1, 0, 6, 6, 1, 4, 0, 6, 2, 0, 2, 1, 0, 3, 0, 5, 0, 0, 2, 2, 3]]
['5', '1', 17, 21, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 1, 1, 0, 3, 2, 0, 0, 0, 1, 1, 8, 3, 0, 0, 1, 5, 0, 7, 9, 0, 0, 1, 0, 3, 0, 0, 0, 2, 2, 6, 2, 2, 0, 0, 0, 0, 2, 2, 0, 0, 4, 2, 3, 0, 10, 2, 0, 0, 0, 2, 0, 3, 0, 4, 7, 1, 0, 0]]
['3', '5', 35, 37, [3, 0, 1, 1, 0, 3, 2, 0, 0, 0, 1, 1, 8, 3, 0, 0, 1, 5, 0, 7, 9, 0, 0, 1, 0, 3, 0, 0, 0, 2, 2, 6, 2, 2, 0, 0, 0, 0, 2, 2, 0, 0, 4, 2, 3, 0, 10, 2, 0, 0, 0, 2, 0, 3, 0, 4, 7, 1, 0, 0], [5, 0, 0, 3, 2, 1, 5, 6, 1, 3, 2, 4, 1, 6, 9, 0, 0, 5, 0, 7, 9, 0, 2, 0, 0, 3, 3, 0, 0, 0, 3, 9, 0, 0, 0, 0, 4, 0, 3, 0, 0, 0, 5, 4, 3, 9, 10, 5, 0, 0, 3, 0, 0, 3, 1, 2, 3, 1, 2, 2]]
['7', '3', 41, 46, [5, 0, 0, 3, 2, 1, 5, 6, 1, 3, 2, 4, 1, 6, 9, 0, 0, 5, 0, 7, 9, 0, 2, 0, 0, 3, 3, 0, 0, 0, 3, 9, 0, 0, 0, 0, 4, 0, 3, 0, 0, 0, 5, 4, 3, 9, 10, 5, 0, 0, 3, 0, 0, 3, 1, 2, 3, 1, 2, 2], [2, 0, 3, 2, 4, 3, 1, 3, 1, 6, 1, 7, 1, 9, 10, 0, 1, 3, 0, 2, 10, 0, 3, 2, 0, 3, 2, 1, 0, 3, 5, 6, 5, 0, 6, 3, 2, 5, 3, 0, 3, 2, 6, 4, 2, 9, 10, 7, 0, 3, 3, 2, 1, 0, 10, 0, 0, 1, 0, 0]]
['3', '7', 56, 56, [2, 0, 3, 2, 4, 3, 1, 3, 1, 6, 1, 7, 1, 9, 10, 0, 1, 3, 0, 2, 10, 0, 3, 2, 0, 3, 2, 1, 0, 3, 5, 6, 5, 0, 6, 3, 2, 5, 3, 0, 3, 2, 6, 4, 2, 9, 10, 7, 0, 3, 3, 2, 1, 0, 10, 0, 0, 1, 0, 0], [0, 0, 3, 2, 5, 6, 4, 4, 4, 5, 5, 9, 3, 8, 4, 2, 0, 6, 9, 2, 10, 1, 3, 2, 10, 3, 2, 0, 2, 3, 8, 8, 7, 0, 3, 0, 2, 7, 1, 5, 3, 3, 8, 8, 2, 9, 10, 7, 0, 4, 3, 0, 7, 0, 10, 0, 6, 0, 0, 1]]
['6', '3', 83, 80, [0, 0, 3, 2, 5, 6, 4, 4, 4, 5, 5, 9, 3, 8, 4, 2, 0, 6, 9, 2, 10, 1, 3, 2, 10, 3, 2, 0, 2, 3, 8, 8, 7, 0, 3, 0, 2, 7, 1, 5, 3, 3, 8, 8, 2, 9, 10, 7, 0, 4, 3, 0, 7, 0, 10, 0, 6, 0, 0, 1], [0, 0, 6, 2, 6, 8, 5, 3, 1, 6, 8, 9, 2, 9, 4, 3, 2, 5, 8, 0, 10, 0, 7, 0, 10, 2, 1, 2, 0, 4, 9, 5, 10, 8, 5, 0, 1, 7, 0, 5, 0, 2, 5, 8, 1, 6, 3, 6, 8, 2, 6, 8, 2, 1, 8, 0, 4, 0, 7, 2]]
['1', '6', 113, 112, [0, 0, 6, 2, 6, 8, 5, 3, 1, 6, 8, 9, 2, 9, 4, 3, 2, 5, 8, 0, 10, 0, 7, 0, 10, 2, 1, 2, 0, 4, 9, 5, 10, 8, 5, 0, 1, 7, 0, 5, 0, 2, 5, 8, 1, 6, 3, 6, 8, 2, 6, 8, 2, 1, 8, 0, 4, 0, 7, 2], [0, 0, 9, 0, 7, 6, 8, 9, 1, 8, 10, 9, 5, 0, 6, 5, 2, 3, 8, 5, 10, 3, 9, 2, 7, 2, 1, 1, 1, 4, 4, 4, 8, 1, 7, 3, 9, 4, 6, 5, 0, 1, 4, 9, 1, 6, 6, 6, 6, 0, 2, 8, 0, 3, 8, 0, 2, 0, 8, 2]]
['0', '1', 125, 127, [0, 0, 9, 0, 7, 6, 8, 9, 1, 8, 10, 9, 5, 0, 6, 5, 2, 3, 8, 5, 10, 3, 9, 2, 7, 2, 1, 1, 1, 4, 4, 4, 8, 1, 7, 3, 9, 4, 6, 5, 0, 1, 4, 9, 1, 6, 6, 6, 6, 0, 2, 8, 0, 3, 8, 0, 2, 0, 8, 2], [0, 0, 9, 2, 5, 8, 9, 7, 1, 9, 10, 3, 5, 1, 4, 1, 0, 6, 10, 4, 10, 3, 10, 0, 10, 0, 0, 2, 3, 4, 6, 6, 10, 0, 4, 2, 10, 4, 4, 8, 0, 6, 3, 9, 0, 8, 3, 1, 6, 0, 3, 9, 0, 3, 9, 0, 2, 0, 1, 3]]
['3', '0', 155, 162, [0, 0, 9, 2, 5, 8, 9, 7, 1, 9, 10, 3, 5, 1, 4, 1, 0, 6, 10, 4, 10, 3, 10, 0, 10, 0, 0, 2, 3, 4, 6, 6, 10, 0, 4, 2, 10, 4, 4, 8, 0, 6, 3, 9, 0, 8, 3, 1, 6, 0, 3, 9, 0, 3, 9, 0, 2, 0, 1, 3], [0, 0, 6, 0, 1, 6, 6, 7, 1, 9, 7, 3, 3, 2, 4, 2, 7, 6, 10, 4, 9, 4, 7, 1, 10, 1, 0, 1, 6, 7, 7, 8, 7, 2, 1, 3, 1, 6, 7, 9, 0, 6, 2, 9, 0, 9, 3, 1, 5, 0, 9, 8, 0, 3, 7, 0, 5, 3, 1, 0]]
